1505,1678
3944,4025
6758,6900
9402,9555
12300,12410
13580,13653
17644,17713
18777,18909
21316,21489
24677,24825
27484,27653
30391,30580
33066,33216
37828,37898
38194,38310
41342,41516
44865,44978
48019,48165
50871,50928
53502,53555
53809,53966
55770,55816
58011,58099
58404,58481
60525,60721
66944,67038
67276,67361
69867,70050
72952,73029
73348,73475
75531,75715
77960,78128
80522,80721
83447,83589
85726,85917
87471,87584
87859,87938
89202,89430
91963,92139
94383,94556
96670,96739
99637,99677
100433,100476
103024,103196
105982,106124
108392,108582
110670,110800
114037,114223
115498,115602
