1022,1190
2440,2620
4733,4893
6953,7058
7296,7389
15212,15302
15535,15612
17834,17969
23419,23588
27813,27968
30353,30461
30705,30784
32836,32995
35188,35328
37583,37765
39922,39982
40238,40317
42794,42899
44024,44097
46344,46505
48716,48765
48996,49098
51833,52025
54104,54253
56122,56268
57499,57646
60228,60302
60514,60618
63247,63409
66421,66597
68597,68725
70767,70935
73561,73776
76815,76963
79217,79337
81459,81579
83665,83880
91547,91700
91924,92009
94199,94361
96931,97034
99920,100015
100246,100319
102323,102401
102682,102761
104779,104917
105996,106081
108874,108974
109224,109314
111449,111594
114401,114501
115469,115571
117578,117779
120199,120346
122625,122779
127110,127231
129582,129795
131980,132119
132336,132477
134718,134849
137320,137482
139929,140086
142129,142182
143173,143357
145602,145685
145892,146046
147929,148100
148364,148490
150562,150787
151054,151152
153182,153366
153634,153748
156399,156598
159801,159989
162401,162519
162745,162861
165126,165258
165510,165654
